,name,salary,company,additional,skills,date
388,Тестировщик,,ДругойКод,"['Ставрополь', 'Полный рабочий день']","['Инженер по ручному тестированию', 'Средний (Middle)', 'Postman', 'Тестирование API', 'Баг-трекинг', 'Разработка тест-кейсов', 'Тестирование мобильных приложений', 'Регрессионное тестирование', 'Функциональное тестирование', 'Тестирование дизайна', 'Ручное тестирование', 'Jira']",4 июня
389,Архитектор / Разработчик баз данных PostgreSQL (СУБД Tantor),,Группа Астра,"['Полный рабочий день', 'Можно удаленно']","['Разработчик баз данных', 'Старший (Senior)', 'PostgreSQL', 'SQL', 'Linux']",4 июня
390,"Developer С (KasperskyOS, Multimedia/Graphics)",,Лаборатория Касперского,['Можно удаленно'],"['Десктоп разработчик', 'Разработка программного обеспечения', 'C']",4 июня
391,Аналитик Security Operations Center (SOC),,МТС,"['Краснодар', 'Полный рабочий день']","['Администратор защиты', 'Средний (Middle)', 'Информационная безопасность']",4 июня
392,SRE инженер / DevOps,,Холдинг Т1,"['Москва', 'Санкт-Петербург', 'Нижний Новгород', 'Полный рабочий день']","['DevOps-инженер', 'Kubernetes', 'Высоконагруженные системы', 'PostgreSQL', 'Terraform']",4 июня
393,Начальник отдела Linux,,Банк ВТБ,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Системный администратор', 'Ведущий (Lead)', 'Linux', 'Ansible', 'Git']",4 июня
394,Go Developer ,до 600 000 ₽,Karma8,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Старший (Senior)', 'Golang', 'Redis', 'Nginx', 'Lua']",4 июня
395,Java-разработчик (Middle+/Senior),,T-Bank,"['Алматы', 'Пермь', 'Махачкала', 'Полный рабочий день']","['Бэкенд разработчик', 'Старший (Senior)', 'Java', 'Java Spring Framework', 'Docker', 'PostgreSQL', 'ООП']",4 июня
396,Технический руководитель стрима (продукта) [Product Inventory],,МТС,"['Москва', 'Полный рабочий день']","['Технический директор', 'Старший (Senior)', 'Управление людьми', 'Управление разработкой']",4 июня
397,"Developer C++ (CoreTech, Instrumental PDK)",,Лаборатория Касперского,['Москва'],"['Десктоп разработчик', 'C++', 'Windows Azure', 'Linux']",4 июня
398,DevOps Engineer (KFP),,Лаборатория Касперского,['Можно удаленно'],"['DevOps-инженер', 'DevOps', 'Linux', 'Python', 'Git']",4 июня
399,Middle Ruby-разработчик (remote),от 180 000 до 240 000 ₽,Icons8,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'RESTful API', 'Elasticsearch', 'Английский язык', 'NoSQL', 'ООП', 'Ruby']",4 июня
400,Senior UI/UX-designer,от 1000 до 2000 $,Private-Team,"['Полный рабочий день', 'Можно удаленно']","['UI/UX дизайнер', 'Старший (Senior)', 'Figma Design', 'UI/UX дизайн', 'Adobe Photoshop', 'Веб-дизайн', 'Адаптивный дизайн', 'Создание баннеров', 'Дизайн логотипов', 'Брендирование', 'Дизайн иконок', 'Разработка интерфейсов']",4 июня
401,Дежурный инженер мониторинга ИТ-систем и сервисов,,beeline,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Менеджер технической поддержки', 'Средний (Middle)', 'Zabbix', 'Grafana', 'ITIL']",4 июня
402,Performance engineer/Инженер по производительности/Нагрузочный QA,от 175 000 до 220 000 ₽,Wazzup,"['Полный рабочий день', 'Можно удаленно']","['Инженер по производительности', 'Средний (Middle)', 'Git', 'PostgreSQL', 'Linux', 'Docker', 'Kubernetes', 'REST', 'Apache JMeter', 'Базы данных', 'Grafana', 'Prometheus']",4 июня
403,Разработчик бэкенда на Java в Путешествия,,Яндекс,"['Москва', 'Санкт-Петербург', 'Екатеринбург']","['Бэкенд разработчик', 'Старший (Senior)', 'Java', 'Kotlin']",4 июня
404,Golang-разработчик в команду Social,,2GIS,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'Golang', 'ClickHouse', 'Apache Kafka', 'PostgreSQL', 'Kubernetes']",4 июня
405,Middle Golang Engineer в команду Отелло,,2GIS,"['Полный рабочий день', 'Можно удаленно']","['Бэкенд разработчик', 'Средний (Middle)', 'Golang', 'Apache Kafka', 'PostgreSQL']",4 июня
406,Data Analyst (Giga Chat),,Сбер,"['Москва', 'Полный рабочий день']","['Аналитик по данным', 'Старший (Senior)', 'Python', 'SQL', 'MySQL']",4 июня
407,Senior web designer,от 220 000 до 270 000 ₽,Гринатом,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['UI/UX дизайнер', 'Старший (Senior)', 'Figma Design', 'Веб-дизайн', 'Исследование пользователя', 'Разработка интерфейсов', 'Проектирование интерфейсов', 'UI/UX дизайн']",4 июня
408,Системный аналитик (b2b online),,beeline,"['Москва', 'Полный рабочий день', 'Можно удаленно']","['Системный аналитик', 'Средний (Middle)', 'SQL', 'REST', 'UML', 'BPMN', 'Системная аналитика', 'Техническая документация', 'Анализ требований']",4 июня
